frametime_ms,timestamp,cpu_usage,memory_usage,gpu_usage,gpu_temp
0.0915,1759849368.6561766,13.9,29.8,39.0,49.0
0.0928,1759849368.6561766,13.9,29.8,39.0,49.0
0.091,1759849368.6561766,13.9,29.8,39.0,49.0
0.0967,1759849368.6561766,13.9,29.8,39.0,49.0
0.0896,1759849368.6561766,13.9,29.8,39.0,49.0
0.101,1759849368.6561766,13.9,29.8,39.0,49.0
0.0911,1759849368.6561766,13.9,29.8,39.0,49.0
0.092,1759849368.6561766,13.9,29.8,39.0,49.0
0.0961,1759849368.6561766,13.9,29.8,39.0,49.0
0.0963,1759849368.6561766,13.9,29.8,39.0,49.0
0.102,1759849368.6561766,13.9,29.8,39.0,49.0
0.0971,1759849368.6561766,13.9,29.8,39.0,49.0
0.0947,1759849368.6561766,13.9,29.8,39.0,49.0
0.103,1759849368.6561766,13.9,29.8,39.0,49.0
0.0881,1759849368.6561766,13.9,29.8,39.0,49.0
0.0914,1759849368.6561766,13.9,29.8,39.0,49.0
0.0888,1759849368.6561766,13.9,29.8,39.0,49.0
0.0905,1759849368.6561766,13.9,29.8,39.0,49.0
0.0898,1759849368.6561766,13.9,29.8,39.0,49.0
0.0908,1759849368.6561766,13.9,29.8,39.0,49.0
0.0911,1759849368.6561766,13.9,29.8,39.0,49.0
0.0998,1759849368.6561766,13.9,29.8,39.0,49.0
0.0896,1759849368.6561766,13.9,29.8,39.0,49.0
0.0919,1759849368.6561766,13.9,29.8,39.0,49.0
0.0915,1759849368.6561766,13.9,29.8,39.0,49.0
0.0919,1759849368.6561766,13.9,29.8,39.0,49.0
0.0903,1759849368.6561766,13.9,29.8,39.0,49.0
0.0972,1759849368.6561766,13.9,29.8,39.0,49.0
0.0958,1759849368.6561766,13.9,29.8,39.0,49.0
0.1055,1759849368.6561766,13.9,29.8,39.0,49.0
0.0893,1759849368.6561766,13.9,29.8,39.0,49.0
0.1015,1759849368.6561766,13.9,29.8,39.0,49.0
0.0962,1759849368.6561766,13.9,29.8,39.0,49.0
0.0897,1759849368.6561766,13.9,29.8,39.0,49.0
0.0896,1759849368.6561766,13.9,29.8,39.0,49.0
0.0943,1759849368.6561766,13.9,29.8,39.0,49.0
0.0899,1759849368.6561766,13.9,29.8,39.0,49.0
0.1007,1759849368.6561766,13.9,29.8,39.0,49.0
0.0898,1759849368.6561766,13.9,29.8,39.0,49.0
0.098,1759849368.6561766,13.9,29.8,39.0,49.0
0.0908,1759849368.6561766,13.9,29.8,39.0,49.0
0.0912,1759849368.6561766,13.9,29.8,39.0,49.0
0.0955,1759849368.6561766,13.9,29.8,39.0,49.0
0.0958,1759849368.6561766,13.9,29.8,39.0,49.0
0.0936,1759849368.6561766,13.9,29.8,39.0,49.0
0.1001,1759849368.6561766,13.9,29.8,39.0,49.0
0.0906,1759849368.6561766,13.9,29.8,39.0,49.0
0.0961,1759849368.6561766,13.9,29.8,39.0,49.0
0.0931,1759849368.6561766,13.9,29.8,39.0,49.0
0.0903,1759849368.6561766,13.9,29.8,39.0,49.0
0.0949,1759849368.6561766,13.9,29.8,39.0,49.0
0.0899,1759849368.6561766,13.9,29.8,39.0,49.0
0.0913,1759849368.6561766,13.9,29.8,39.0,49.0
0.1091,1759849368.6561766,13.9,29.8,39.0,49.0
0.0881,1759849368.6561766,13.9,29.8,39.0,49.0
0.0903,1759849368.6561766,13.9,29.8,39.0,49.0
0.0898,1759849368.6561766,13.9,29.8,39.0,49.0
0.0932,1759849368.6561766,13.9,29.8,39.0,49.0
0.0936,1759849368.6561766,13.9,29.8,39.0,49.0
0.0903,1759849368.6561766,13.9,29.8,39.0,49.0
0.0954,1759849368.6561766,13.9,29.8,39.0,49.0
0.0991,1759849368.6561766,13.9,29.8,39.0,49.0
0.0898,1759849368.6561766,13.9,29.8,39.0,49.0
0.0933,1759849368.6561766,13.9,29.8,39.0,49.0
0.0988,1759849368.6561766,13.9,29.8,39.0,49.0
0.0905,1759849368.6561766,13.9,29.8,39.0,49.0
0.09,1759849368.6561766,13.9,29.8,39.0,49.0
0.0922,1759849368.6561766,13.9,29.8,39.0,49.0
0.0903,1759849368.6561766,13.9,29.8,39.0,49.0
0.1012,1759849368.6561766,13.9,29.8,39.0,49.0
0.0891,1759849368.6561766,13.9,29.8,39.0,49.0
0.0952,1759849368.6561766,13.9,29.8,39.0,49.0
0.0898,1759849368.6561766,13.9,29.8,39.0,49.0
0.0904,1759849368.6561766,13.9,29.8,39.0,49.0
0.0959,1759849368.6561766,13.9,29.8,39.0,49.0
0.0969,1759849368.6561766,13.9,29.8,39.0,49.0
0.0899,1759849368.6561766,13.9,29.8,39.0,49.0
0.0992,1759849368.6561766,13.9,29.8,39.0,49.0
0.0892,1759849368.6561766,13.9,29.8,39.0,49.0
0.0936,1759849368.6561766,13.9,29.8,39.0,49.0
0.0892,1759849368.6561766,13.9,29.8,39.0,49.0
0.0917,1759849368.6561766,13.9,29.8,39.0,49.0
0.091,1759849368.6561766,13.9,29.8,39.0,49.0
0.0912,1759849368.6561766,13.9,29.8,39.0,49.0
0.09,1759849368.6561766,13.9,29.8,39.0,49.0
0.1,1759849368.6561766,13.9,29.8,39.0,49.0
0.0907,1759849368.6561766,13.9,29.8,39.0,49.0
0.0913,1759849368.6561766,13.9,29.8,39.0,49.0
0.0895,1759849368.6561766,13.9,29.8,39.0,49.0
0.0909,1759849368.6561766,13.9,29.8,39.0,49.0
0.0918,1759849368.6561766,13.9,29.8,39.0,49.0
0.097,1759849368.6561766,13.9,29.8,39.0,49.0
0.0905,1759849368.6561766,13.9,29.8,39.0,49.0
0.0999,1759849368.6561766,13.9,29.8,39.0,49.0
0.0908,1759849368.6561766,13.9,29.8,39.0,49.0
0.0912,1759849368.6561766,13.9,29.8,39.0,49.0
0.0978,1759849368.6561766,13.9,29.8,39.0,49.0
0.0906,1759849368.6561766,13.9,29.8,39.0,49.0
0.0892,1759849368.6561766,13.9,29.8,39.0,49.0
0.0963,1759849368.6561766,13.9,29.8,39.0,49.0
0.0897,1759849368.6561766,13.9,29.8,39.0,49.0
0.102,1759849368.6561766,13.9,29.8,39.0,49.0
0.0941,1759849368.6561766,13.9,29.8,39.0,49.0
0.0904,1759849368.6561766,13.9,29.8,39.0,49.0
0.0935,1759849368.6561766,13.9,29.8,39.0,49.0
0.0965,1759849368.6561766,13.9,29.8,39.0,49.0
0.0895,1759849368.6561766,13.9,29.8,39.0,49.0
0.0909,1759849368.6561766,13.9,29.8,39.0,49.0
0.0903,1759849368.6561766,13.9,29.8,39.0,49.0
0.1047,1759849368.6561766,13.9,29.8,39.0,49.0
0.0927,1759849368.6561766,13.9,29.8,39.0,49.0
0.0927,1759849368.6561766,13.9,29.8,39.0,49.0
0.0919,1759849368.6561766,13.9,29.8,39.0,49.0
0.0916,1759849368.6561766,13.9,29.8,39.0,49.0
0.0903,1759849368.6561766,13.9,29.8,39.0,49.0
0.0926,1759849368.6561766,13.9,29.8,39.0,49.0
0.0966,1759849368.6561766,13.9,29.8,39.0,49.0
0.1094,1759849368.6561766,13.9,29.8,39.0,49.0
0.0931,1759849368.6561766,13.9,29.8,39.0,49.0
0.0989,1759849368.6561766,13.9,29.8,39.0,49.0
0.0991,1759849368.6561766,13.9,29.8,39.0,49.0
0.0955,1759849368.6561766,13.9,29.8,39.0,49.0
0.094,1759849368.6561766,13.9,29.8,39.0,49.0
0.0974,1759849368.6561766,13.9,29.8,39.0,49.0
0.0912,1759849368.6561766,13.9,29.8,39.0,49.0
0.1032,1759849368.6561766,13.9,29.8,39.0,49.0
0.0917,1759849368.6561766,13.9,29.8,39.0,49.0
0.0953,1759849368.6561766,13.9,29.8,39.0,49.0
0.0936,1759849368.6561766,13.9,29.8,39.0,49.0
0.0941,1759849368.6561766,13.9,29.8,39.0,49.0
0.0934,1759849368.6561766,13.9,29.8,39.0,49.0
0.0948,1759849368.6561766,13.9,29.8,39.0,49.0
0.0922,1759849368.6561766,13.9,29.8,39.0,49.0
0.1043,1759849368.6561766,13.9,29.8,39.0,49.0
0.0907,1759849368.6561766,13.9,29.8,39.0,49.0
0.0959,1759849368.6561766,13.9,29.8,39.0,49.0
0.0937,1759849368.6561766,13.9,29.8,39.0,49.0
0.0936,1759849368.6561766,13.9,29.8,39.0,49.0
0.114,1759849368.6561766,13.9,29.8,39.0,49.0
0.0876,1759849368.6561766,13.9,29.8,39.0,49.0
0.0949,1759849368.6561766,13.9,29.8,39.0,49.0
0.1031,1759849368.6561766,13.9,29.8,39.0,49.0
0.1147,1759849368.6561766,13.9,29.8,39.0,49.0
0.175,1759849368.6561766,13.9,29.8,39.0,49.0
0.1605,1759849368.6561766,13.9,29.8,39.0,49.0
0.0996,1759849368.6561766,13.9,29.8,39.0,49.0
0.0867,1759849368.6561766,13.9,29.8,39.0,49.0
0.1061,1759849368.6561766,13.9,29.8,39.0,49.0
0.0801,1759849368.6561766,13.9,29.8,39.0,49.0
0.1196,1759849368.6561766,13.9,29.8,39.0,49.0
0.086,1759849368.6561766,13.9,29.8,39.0,49.0
0.0866,1759849368.6561766,13.9,29.8,39.0,49.0
0.1253,1759849368.6561766,13.9,29.8,39.0,49.0
0.101,1759849368.6561766,13.9,29.8,39.0,49.0
0.0904,1759849368.6561766,13.9,29.8,39.0,49.0
0.0931,1759849368.6561766,13.9,29.8,39.0,49.0
0.0863,1759849368.6561766,13.9,29.8,39.0,49.0
0.2313,1759849368.6561766,13.9,29.8,39.0,49.0
0.1171,1759849368.6561766,13.9,29.8,39.0,49.0
0.0948,1759849368.6561766,13.9,29.8,39.0,49.0
0.0937,1759849368.6561766,13.9,29.8,39.0,49.0
0.0955,1759849368.6561766,13.9,29.8,39.0,49.0
0.0936,1759849368.6561766,13.9,29.8,39.0,49.0
0.0964,1759849368.6561766,13.9,29.8,39.0,49.0
0.0947,1759849368.6561766,13.9,29.8,39.0,49.0
0.1043,1759849368.6561766,13.9,29.8,39.0,49.0
0.0907,1759849368.6561766,13.9,29.8,39.0,49.0
0.0976,1759849368.6561766,13.9,29.8,39.0,49.0
0.0923,1759849368.6561766,13.9,29.8,39.0,49.0
0.0941,1759849368.6561766,13.9,29.8,39.0,49.0
0.094,1759849368.6561766,13.9,29.8,39.0,49.0
0.0951,1759849368.6561766,13.9,29.8,39.0,49.0
0.0937,1759849368.6561766,13.9,29.8,39.0,49.0
0.1045,1759849368.6561766,13.9,29.8,39.0,49.0
0.0943,1759849368.6561766,13.9,29.8,39.0,49.0
0.1013,1759849368.6561766,13.9,29.8,39.0,49.0
0.0952,1759849368.6561766,13.9,29.8,39.0,49.0
0.0907,1759849368.6561766,13.9,29.8,39.0,49.0
0.0898,1759849368.6561766,13.9,29.8,39.0,49.0
0.0955,1759849368.6561766,13.9,29.8,39.0,49.0
0.0944,1759849368.6561766,13.9,29.8,39.0,49.0
0.1038,1759849368.6561766,13.9,29.8,39.0,49.0
0.0947,1759849368.6561766,13.9,29.8,39.0,49.0
0.0956,1759849368.6561766,13.9,29.8,39.0,49.0
0.0933,1759849368.6561766,13.9,29.8,39.0,49.0
0.0954,1759849368.6561766,13.9,29.8,39.0,49.0
0.0942,1759849368.6561766,13.9,29.8,39.0,49.0
0.0944,1759849368.6561766,13.9,29.8,39.0,49.0
0.0926,1759849368.6561766,13.9,29.8,39.0,49.0
0.1082,1759849368.6561766,13.9,29.8,39.0,49.0
0.0925,1759849368.6561766,13.9,29.8,39.0,49.0
0.0951,1759849368.6561766,13.9,29.8,39.0,49.0
0.0949,1759849368.6561766,13.9,29.8,39.0,49.0
0.0954,1759849368.6561766,13.9,29.8,39.0,49.0
0.0933,1759849368.6561766,13.9,29.8,39.0,49.0
0.0955,1759849368.6561766,13.9,29.8,39.0,49.0
0.0997,1759849368.6561766,13.9,29.8,39.0,49.0
0.1043,1759849368.6561766,13.9,29.8,39.0,49.0
0.0909,1759849368.6561766,13.9,29.8,39.0,49.0
0.0918,1759849368.6561766,13.9,29.8,39.0,49.0
0.0961,1759849368.6561766,13.9,29.8,39.0,49.0
0.095,1759849368.6561766,13.9,29.8,39.0,49.0
0.0935,1759849368.6561766,13.9,29.8,39.0,49.0
0.0947,1759849368.6561766,13.9,29.8,39.0,49.0
0.0932,1759849368.6561766,13.9,29.8,39.0,49.0
0.1031,1759849368.6561766,13.9,29.8,39.0,49.0
0.0888,1759849368.6561766,13.9,29.8,39.0,49.0
0.0945,1759849368.6561766,13.9,29.8,39.0,49.0
0.0927,1759849368.6561766,13.9,29.8,39.0,49.0
0.0948,1759849368.6561766,13.9,29.8,39.0,49.0
0.0968,1759849368.6561766,13.9,29.8,39.0,49.0
0.0967,1759849368.6561766,13.9,29.8,39.0,49.0
0.0916,1759849368.6561766,13.9,29.8,39.0,49.0
0.1029,1759849368.6561766,13.9,29.8,39.0,49.0
0.0863,1759849368.6561766,13.9,29.8,39.0,49.0
0.0954,1759849368.6561766,13.9,29.8,39.0,49.0
0.0889,1759849368.6561766,13.9,29.8,39.0,49.0
0.0949,1759849368.6561766,13.9,29.8,39.0,49.0
0.0988,1759849368.6561766,13.9,29.8,39.0,49.0
0.0949,1759849368.6561766,13.9,29.8,39.0,49.0
0.0895,1759849368.6561766,13.9,29.8,39.0,49.0
0.0997,1759849368.6561766,13.9,29.8,39.0,49.0
0.0891,1759849368.6561766,13.9,29.8,39.0,49.0
0.0969,1759849368.6561766,13.9,29.8,39.0,49.0
0.0928,1759849368.6561766,13.9,29.8,39.0,49.0
0.0953,1759849368.6561766,13.9,29.8,39.0,49.0
0.0936,1759849368.6561766,13.9,29.8,39.0,49.0
0.0945,1759849368.6561766,13.9,29.8,39.0,49.0
0.0937,1759849368.6561766,13.9,29.8,39.0,49.0
0.1026,1759849368.6561766,13.9,29.8,39.0,49.0
0.0869,1759849368.6561766,13.9,29.8,39.0,49.0
0.0907,1759849368.6561766,13.9,29.8,39.0,49.0
0.0948,1759849368.6561766,13.9,29.8,39.0,49.0
0.0967,1759849368.6561766,13.9,29.8,39.0,49.0
0.0919,1759849368.6561766,13.9,29.8,39.0,49.0
0.0939,1759849368.6561766,13.9,29.8,39.0,49.0
0.0928,1759849368.6561766,13.9,29.8,39.0,49.0
0.1033,1759849368.6561766,13.9,29.8,39.0,49.0
0.0855,1759849368.6561766,13.9,29.8,39.0,49.0
0.0997,1759849368.6561766,13.9,29.8,39.0,49.0
0.0941,1759849368.6561766,13.9,29.8,39.0,49.0
0.0957,1759849368.6561766,13.9,29.8,39.0,49.0
0.0885,1759849368.6561766,13.9,29.8,39.0,49.0
0.0956,1759849368.6561766,13.9,29.8,39.0,49.0
0.0938,1759849368.6561766,13.9,29.8,39.0,49.0
0.1036,1759849368.756549,17.7,29.8,39.0,49.0
0.0858,1759849368.756549,17.7,29.8,39.0,49.0
0.0948,1759849368.756549,17.7,29.8,39.0,49.0
0.0929,1759849368.756549,17.7,29.8,39.0,49.0
0.0965,1759849368.756549,17.7,29.8,39.0,49.0
0.0935,1759849368.756549,17.7,29.8,39.0,49.0
0.0936,1759849368.756549,17.7,29.8,39.0,49.0
0.0939,1759849368.756549,17.7,29.8,39.0,49.0
0.1035,1759849368.756549,17.7,29.8,39.0,49.0
0.0923,1759849368.756549,17.7,29.8,39.0,49.0
0.0965,1759849368.756549,17.7,29.8,39.0,49.0
0.089,1759849368.756549,17.7,29.8,39.0,49.0
0.0939,1759849368.756549,17.7,29.8,39.0,49.0
0.0936,1759849368.756549,17.7,29.8,39.0,49.0
0.0939,1759849368.756549,17.7,29.8,39.0,49.0
0.0984,1759849368.756549,17.7,29.8,39.0,49.0
0.1046,1759849368.756549,17.7,29.8,39.0,49.0
0.0864,1759849368.756549,17.7,29.8,39.0,49.0
0.0949,1759849368.756549,17.7,29.8,39.0,49.0
0.0943,1759849368.756549,17.7,29.8,39.0,49.0
0.0952,1759849368.756549,17.7,29.8,39.0,49.0
0.0936,1759849368.756549,17.7,29.8,39.0,49.0
0.0947,1759849368.756549,17.7,29.8,39.0,49.0
0.0925,1759849368.756549,17.7,29.8,39.0,49.0
0.1043,1759849368.756549,17.7,29.8,39.0,49.0
0.0903,1759849368.756549,17.7,29.8,39.0,49.0
0.0949,1759849368.756549,17.7,29.8,39.0,49.0
0.0928,1759849368.756549,17.7,29.8,39.0,49.0
0.0939,1759849368.756549,17.7,29.8,39.0,49.0
0.0928,1759849368.756549,17.7,29.8,39.0,49.0
0.0943,1759849368.756549,17.7,29.8,39.0,49.0
0.0933,1759849368.756549,17.7,29.8,39.0,49.0
0.1051,1759849368.756549,17.7,29.8,39.0,49.0
0.085,1759849368.756549,17.7,29.8,39.0,49.0
0.09,1759849368.756549,17.7,29.8,39.0,49.0
0.0969,1759849368.756549,17.7,29.8,39.0,49.0
0.0966,1759849368.756549,17.7,29.8,39.0,49.0
0.0931,1759849368.756549,17.7,29.8,39.0,49.0
0.093,1759849368.756549,17.7,29.8,39.0,49.0
0.0931,1759849368.756549,17.7,29.8,39.0,49.0
0.102,1759849368.756549,17.7,29.8,39.0,49.0
0.0928,1759849368.756549,17.7,29.8,39.0,49.0
0.0956,1759849368.756549,17.7,29.8,39.0,49.0
0.0922,1759849368.756549,17.7,29.8,39.0,49.0
0.0928,1759849368.756549,17.7,29.8,39.0,49.0
0.0916,1759849368.756549,17.7,29.8,39.0,49.0
0.093,1759849368.756549,17.7,29.8,39.0,49.0
0.0923,1759849368.756549,17.7,29.8,39.0,49.0
0.1019,1759849368.756549,17.7,29.8,39.0,49.0
0.0893,1759849368.756549,17.7,29.8,39.0,49.0
0.0929,1759849368.756549,17.7,29.8,39.0,49.0
0.0914,1759849368.756549,17.7,29.8,39.0,49.0
0.0928,1759849368.756549,17.7,29.8,39.0,49.0
0.099,1759849368.756549,17.7,29.8,39.0,49.0
0.0958,1759849368.756549,17.7,29.8,39.0,49.0
0.0901,1759849368.756549,17.7,29.8,39.0,49.0
0.1014,1759849368.756549,17.7,29.8,39.0,49.0
0.0968,1759849368.756549,17.7,29.8,39.0,49.0
0.1138,1759849368.756549,17.7,29.8,39.0,49.0
0.1537,1759849368.756549,17.7,29.8,39.0,49.0
0.114,1759849368.756549,17.7,29.8,39.0,49.0
0.08,1759849368.756549,17.7,29.8,39.0,49.0
0.1242,1759849368.756549,17.7,29.8,39.0,49.0
0.2966,1759849368.756549,17.7,29.8,39.0,49.0
0.2802,1759849368.756549,17.7,29.8,39.0,49.0
0.1559,1759849368.756549,17.7,29.8,39.0,49.0
0.3017,1759849368.756549,17.7,29.8,39.0,49.0
0.15,1759849368.756549,17.7,29.8,39.0,49.0
0.1698,1759849368.756549,17.7,29.8,39.0,49.0
0.1479,1759849368.756549,17.7,29.8,39.0,49.0
0.1588,1759849368.756549,17.7,29.8,39.0,49.0
0.1257,1759849368.756549,17.7,29.8,39.0,49.0
0.1836,1759849368.756549,17.7,29.8,39.0,49.0
0.1172,1759849368.756549,17.7,29.8,39.0,49.0
0.0882,1759849368.756549,17.7,29.8,39.0,49.0
0.0893,1759849368.756549,17.7,29.8,39.0,49.0
0.0914,1759849368.756549,17.7,29.8,39.0,49.0
0.0998,1759849368.756549,17.7,29.8,39.0,49.0
0.0948,1759849368.756549,17.7,29.8,39.0,49.0
0.0938,1759849368.756549,17.7,29.8,39.0,49.0
0.1066,1759849368.756549,17.7,29.8,39.0,49.0
0.0843,1759849368.756549,17.7,29.8,39.0,49.0
0.0958,1759849368.756549,17.7,29.8,39.0,49.0
0.0953,1759849368.756549,17.7,29.8,39.0,49.0
0.0959,1759849368.756549,17.7,29.8,39.0,49.0
0.0953,1759849368.756549,17.7,29.8,39.0,49.0
0.0944,1759849368.756549,17.7,29.8,39.0,49.0
0.0946,1759849368.756549,17.7,29.8,39.0,49.0
0.1062,1759849368.756549,17.7,29.8,39.0,49.0
0.0964,1759849368.756549,17.7,29.8,39.0,49.0
0.0952,1759849368.756549,17.7,29.8,39.0,49.0
0.0941,1759849368.756549,17.7,29.8,39.0,49.0
0.0945,1759849368.756549,17.7,29.8,39.0,49.0
0.0938,1759849368.756549,17.7,29.8,39.0,49.0
0.0945,1759849368.756549,17.7,29.8,39.0,49.0
0.0936,1759849368.756549,17.7,29.8,39.0,49.0
0.1038,1759849368.756549,17.7,29.8,39.0,49.0
0.0931,1759849368.756549,17.7,29.8,39.0,49.0
0.0905,1759849368.756549,17.7,29.8,39.0,49.0
0.0992,1759849368.756549,17.7,29.8,39.0,49.0
0.0914,1759849368.756549,17.7,29.8,39.0,49.0
0.0932,1759849368.756549,17.7,29.8,39.0,49.0
0.0954,1759849368.756549,17.7,29.8,39.0,49.0
0.0938,1759849368.756549,17.7,29.8,39.0,49.0
0.1033,1759849368.756549,17.7,29.8,39.0,49.0
0.0876,1759849368.756549,17.7,29.8,39.0,49.0
0.0957,1759849368.756549,17.7,29.8,39.0,49.0
0.0936,1759849368.756549,17.7,29.8,39.0,49.0
0.0962,1759849368.756549,17.7,29.8,39.0,49.0
0.0935,1759849368.756549,17.7,29.8,39.0,49.0
0.1003,1759849368.756549,17.7,29.8,39.0,49.0
0.0953,1759849368.756549,17.7,29.8,39.0,49.0
0.1012,1759849368.756549,17.7,29.8,39.0,49.0
0.0931,1759849368.756549,17.7,29.8,39.0,49.0
0.0943,1759849368.756549,17.7,29.8,39.0,49.0
0.0933,1759849368.756549,17.7,29.8,39.0,49.0
0.0949,1759849368.756549,17.7,29.8,39.0,49.0
0.0929,1759849368.756549,17.7,29.8,39.0,49.0
0.095,1759849368.756549,17.7,29.8,39.0,49.0
0.0939,1759849368.756549,17.7,29.8,39.0,49.0
0.1043,1759849368.756549,17.7,29.8,39.0,49.0
0.093,1759849368.756549,17.7,29.8,39.0,49.0
0.0929,1759849368.756549,17.7,29.8,39.0,49.0
0.0945,1759849368.756549,17.7,29.8,39.0,49.0
0.0955,1759849368.756549,17.7,29.8,39.0,49.0
0.0922,1759849368.756549,17.7,29.8,39.0,49.0
0.0939,1759849368.756549,17.7,29.8,39.0,49.0
0.0939,1759849368.756549,17.7,29.8,39.0,49.0
0.1042,1759849368.756549,17.7,29.8,39.0,49.0
0.0904,1759849368.756549,17.7,29.8,39.0,49.0
0.096,1759849368.756549,17.7,29.8,39.0,49.0
0.0978,1759849368.756549,17.7,29.8,39.0,49.0
0.0952,1759849368.756549,17.7,29.8,39.0,49.0
0.0931,1759849368.756549,17.7,29.8,39.0,49.0
0.094,1759849368.756549,17.7,29.8,39.0,49.0
0.0936,1759849368.756549,17.7,29.8,39.0,49.0
0.1042,1759849368.756549,17.7,29.8,39.0,49.0
0.0923,1759849368.756549,17.7,29.8,39.0,49.0
0.0948,1759849368.756549,17.7,29.8,39.0,49.0
0.0934,1759849368.756549,17.7,29.8,39.0,49.0
0.0957,1759849368.756549,17.7,29.8,39.0,49.0
0.0937,1759849368.756549,17.7,29.8,39.0,49.0
0.095,1759849368.756549,17.7,29.8,39.0,49.0
0.0957,1759849368.756549,17.7,29.8,39.0,49.0
0.1044,1759849368.756549,17.7,29.8,39.0,49.0
0.0903,1759849368.756549,17.7,29.8,39.0,49.0
0.0968,1759849368.756549,17.7,29.8,39.0,49.0
0.0937,1759849368.756549,17.7,29.8,39.0,49.0
0.0954,1759849368.756549,17.7,29.8,39.0,49.0
0.0946,1759849368.756549,17.7,29.8,39.0,49.0
0.0957,1759849368.756549,17.7,29.8,39.0,49.0
0.0925,1759849368.756549,17.7,29.8,39.0,49.0
0.122,1759849368.756549,17.7,29.8,39.0,49.0
0.0836,1759849368.756549,17.7,29.8,39.0,49.0
0.0963,1759849368.756549,17.7,29.8,39.0,49.0
0.0923,1759849368.756549,17.7,29.8,39.0,49.0
0.0948,1759849368.756549,17.7,29.8,39.0,49.0
0.0959,1759849368.756549,17.7,29.8,39.0,49.0
0.0943,1759849368.756549,17.7,29.8,39.0,49.0
0.0928,1759849368.756549,17.7,29.8,39.0,49.0
0.1052,1759849368.756549,17.7,29.8,39.0,49.0
0.0905,1759849368.756549,17.7,29.8,39.0,49.0
0.0964,1759849368.756549,17.7,29.8,39.0,49.0
0.0927,1759849368.756549,17.7,29.8,39.0,49.0
0.094,1759849368.756549,17.7,29.8,39.0,49.0
0.1009,1759849368.756549,17.7,29.8,39.0,49.0
0.0922,1759849368.756549,17.7,29.8,39.0,49.0
0.0943,1759849368.756549,17.7,29.8,39.0,49.0
0.104,1759849368.756549,17.7,29.8,39.0,49.0
0.0962,1759849368.756549,17.7,29.8,39.0,49.0
0.0956,1759849368.756549,17.7,29.8,39.0,49.0
0.0924,1759849368.756549,17.7,29.8,39.0,49.0
0.095,1759849368.756549,17.7,29.8,39.0,49.0
0.0979,1759849368.756549,17.7,29.8,39.0,49.0
0.0976,1759849368.756549,17.7,29.8,39.0,49.0
0.0919,1759849368.756549,17.7,29.8,39.0,49.0
0.104,1759849368.756549,17.7,29.8,39.0,49.0
0.0881,1759849368.756549,17.7,29.8,39.0,49.0
0.0951,1759849368.756549,17.7,29.8,39.0,49.0
0.094,1759849368.756549,17.7,29.8,39.0,49.0
0.0964,1759849368.756549,17.7,29.8,39.0,49.0
0.0935,1759849368.756549,17.7,29.8,39.0,49.0
0.0952,1759849368.756549,17.7,29.8,39.0,49.0
0.1025,1759849368.756549,17.7,29.8,39.0,49.0
0.1034,1759849368.756549,17.7,29.8,39.0,49.0
0.0905,1759849368.756549,17.7,29.8,39.0,49.0
0.0951,1759849368.756549,17.7,29.8,39.0,49.0
0.0982,1759849368.756549,17.7,29.8,39.0,49.0
0.0919,1759849368.756549,17.7,29.8,39.0,49.0
0.0938,1759849368.756549,17.7,29.8,39.0,49.0
0.0939,1759849368.756549,17.7,29.8,39.0,49.0
0.0912,1759849368.756549,17.7,29.8,39.0,49.0
0.1031,1759849368.756549,17.7,29.8,39.0,49.0
0.0943,1759849368.756549,17.7,29.8,39.0,49.0
0.0994,1759849368.756549,17.7,29.8,39.0,49.0
0.0929,1759849368.756549,17.7,29.8,39.0,49.0
0.0944,1759849368.756549,17.7,29.8,39.0,49.0
0.0955,1759849368.756549,17.7,29.8,39.0,49.0
0.0932,1759849368.756549,17.7,29.8,39.0,49.0
0.0931,1759849368.756549,17.7,29.8,39.0,49.0
0.1036,1759849368.756549,17.7,29.8,39.0,49.0
0.0935,1759849368.756549,17.7,29.8,39.0,49.0
0.0921,1759849368.756549,17.7,29.8,39.0,49.0
0.0914,1759849368.756549,17.7,29.8,39.0,49.0
0.0943,1759849368.756549,17.7,29.8,39.0,49.0
0.0929,1759849368.756549,17.7,29.8,39.0,49.0
0.0924,1759849368.756549,17.7,29.8,39.0,49.0
0.093,1759849368.756549,17.7,29.8,39.0,49.0
0.1027,1759849368.756549,17.7,29.8,39.0,49.0
0.0971,1759849368.756549,17.7,29.8,39.0,49.0
0.1804,1759849368.756549,17.7,29.8,39.0,49.0
0.1843,1759849368.756549,17.7,29.8,39.0,49.0
0.2048,1759849368.756549,17.7,29.8,39.0,49.0
0.1622,1759849368.756549,17.7,29.8,39.0,49.0
0.0771,1759849368.756549,17.7,29.8,39.0,49.0
0.0964,1759849368.756549,17.7,29.8,39.0,49.0
0.1894,1759849368.756549,17.7,29.8,39.0,49.0
0.0962,1759849368.756549,17.7,29.8,39.0,49.0
0.0815,1759849368.756549,17.7,29.8,39.0,49.0
0.1021,1759849368.756549,17.7,29.8,39.0,49.0
0.1616,1759849368.756549,17.7,29.8,39.0,49.0
0.1227,1759849368.756549,17.7,29.8,39.0,49.0
0.091,1759849368.756549,17.7,29.8,39.0,49.0
0.094,1759849368.756549,17.7,29.8,39.0,49.0
0.1067,1759849368.756549,17.7,29.8,39.0,49.0
0.0944,1759849368.756549,17.7,29.8,39.0,49.0
0.0962,1759849368.756549,17.7,29.8,39.0,49.0
0.096,1759849368.756549,17.7,29.8,39.0,49.0
0.0945,1759849368.756549,17.7,29.8,39.0,49.0
