timestamp,cpu_usage,memory_usage,gpu_usage,gpu_temp
1759848493.2711186,19.2,28.9,43.0,54.0
1759848493.3716123,22.1,28.9,43.0,54.0
1759848493.4720829,15.8,28.9,43.0,54.0
1759848493.572552,17.7,28.9,43.0,54.0
1759848493.6730168,15.7,28.9,43.0,54.0
1759848493.7735188,19.8,28.9,43.0,54.0
1759848493.874212,19.2,28.9,43.0,54.0
1759848493.974645,19.8,28.9,43.0,54.0
1759848494.0756402,20.0,28.9,43.0,54.0
1759848494.1763859,19.0,28.9,43.0,54.0
1759848494.2766972,20.0,28.9,43.0,54.0
1759848494.377203,13.3,28.9,43.0,54.0
1759848494.4776535,22.0,28.9,43.0,54.0
1759848494.5781593,17.2,28.9,43.0,54.0
1759848494.6786566,19.3,28.9,43.0,54.0
1759848494.779155,13.9,28.9,43.0,54.0
1759848494.8796268,18.2,28.9,41.0,54.0
1759848494.9802163,22.4,28.9,41.0,54.0
1759848495.080708,18.8,28.9,41.0,54.0
1759848495.181295,20.2,28.9,41.0,54.0
1759848495.2816947,18.5,28.9,41.0,54.0
1759848495.3821585,18.7,28.9,41.0,55.0
1759848495.4827008,20.2,28.9,41.0,55.0
1759848495.5832262,17.2,28.9,41.0,55.0
1759848495.6836526,19.8,28.9,41.0,55.0
1759848495.7841837,20.0,28.9,41.0,55.0
1759848495.8847106,13.3,28.9,42.0,55.0
1759848495.985231,19.3,28.9,42.0,55.0
1759848496.0857232,21.3,28.9,42.0,55.0
1759848496.186283,13.6,28.9,42.0,55.0
1759848496.28674,17.3,28.9,42.0,55.0
1759848496.3872864,20.0,28.9,42.0,55.0
1759848496.48778,14.7,28.9,42.0,55.0
1759848496.588294,9.6,28.9,42.0,55.0
1759848496.6887248,16.0,28.9,42.0,55.0
1759848496.7892082,16.5,28.9,42.0,55.0
1759848496.8897026,15.2,28.9,42.0,55.0
1759848496.9902644,17.4,28.9,42.0,55.0
1759848497.0906422,14.4,28.9,42.0,55.0
1759848497.1911485,21.6,28.9,42.0,55.0
1759848497.2918484,19.1,28.9,42.0,55.0
1759848497.3923204,22.0,28.9,42.0,55.0
1759848497.4928713,19.8,28.9,42.0,55.0
1759848497.593398,20.8,28.9,42.0,55.0
1759848497.6938145,13.2,28.9,42.0,55.0
1759848497.794353,14.4,28.9,42.0,55.0
1759848497.8945694,19.0,28.9,42.0,55.0
1759848497.995126,17.4,28.9,42.0,55.0
1759848498.0958416,14.4,28.9,42.0,55.0
1759848498.1963093,20.4,28.9,42.0,55.0
1759848498.296845,15.0,28.9,42.0,55.0
1759848498.3973804,20.9,28.9,42.0,55.0
1759848498.4979057,17.0,28.9,42.0,55.0
1759848498.598321,19.0,28.9,42.0,55.0
1759848498.6989057,22.3,28.9,42.0,55.0
1759848498.799407,12.5,28.9,42.0,55.0
1759848498.900055,19.4,28.9,42.0,55.0
1759848499.0004764,18.7,28.9,42.0,55.0
1759848499.1009784,18.3,28.9,42.0,55.0
1759848499.2014554,14.0,28.9,42.0,55.0
1759848499.3018794,16.5,28.9,42.0,55.0
1759848499.402327,18.3,28.9,42.0,55.0
1759848499.5029402,17.3,28.9,42.0,55.0
1759848499.6034274,15.0,28.9,42.0,55.0
1759848499.70382,19.4,28.9,42.0,55.0
1759848499.8045576,17.5,28.9,42.0,55.0
1759848499.9049253,18.8,28.9,42.0,55.0
1759848500.0053675,18.3,28.8,42.0,55.0
1759848500.1059144,19.1,28.9,42.0,55.0
1759848500.2063954,17.9,28.9,42.0,55.0
1759848500.306998,19.0,28.9,42.0,55.0
1759848500.40742,16.2,28.9,42.0,55.0
1759848500.5076795,22.0,28.9,42.0,55.0
1759848500.6080122,17.9,28.9,42.0,55.0
1759848500.7085452,17.0,28.9,42.0,55.0
1759848500.8095696,21.1,28.9,42.0,55.0
1759848500.9100513,18.0,28.9,42.0,55.0
1759848501.0105417,19.7,28.9,42.0,55.0
1759848501.1120238,18.4,28.8,42.0,55.0
1759848501.2126236,22.2,28.8,42.0,55.0
1759848501.3133636,23.5,28.8,42.0,55.0
1759848501.4140604,21.3,28.8,42.0,55.0
1759848501.5144966,20.2,28.8,42.0,55.0
1759848501.615231,15.9,28.8,42.0,55.0
1759848501.7155347,16.5,28.8,42.0,55.0
1759848501.816085,20.4,28.8,43.0,55.0
1759848501.9165707,16.8,28.8,43.0,55.0
1759848502.017053,19.4,28.8,43.0,55.0
